#General information: Fraunhofer ISE  reserves the right not to be responsible for the topicality, correctness, completeness or quality of the information provided. Liability claims regarding damage caused by the use of any information provided, including any kind of information which is incomplete or incorrect,will therefore be rejected.
#file_info: --- Simulated load profile with synPRO --- number of occupants: 4 --- socioeconomic factor: EFH --- climate region: TRY2010_4_Jahr.dat --- total energy demand: 149.596275030235 ---  Building TypeSFH_1 ---  --- For more information contact D.Fischer, David.Fischer@ise.fraunhofer.de
#time resolution: 15Min
#col_no;col_name;unit;category;comment
#001;YYYYMMDD;0;time;Date [human readable]
#002;hhmmss;0;time;Time [human readable]
#003;unixtimestamp;s;time;Elapsed seconds from 01-01-1970
#004;Q_htg;W;power;heating demand for space heating
#005;t_room;°C;temperature;room temperature
#006;t_amb;°C;temperature;ambient temperature
#007;heating_on;-;-;Value, which provides under-use of the heating temperature limit and the average outdoor temperature, the starting and shutdown signal for the heating system
#008;P_pvn;W/Wp;specific power;specific power of an PV-plant, which has an optimal slope and oriented to south
#009;simulated building	;SFH_1
#010;set point temperature heating day [°C];20
#011;set point temperature heating night [°C];20
#012;set point temperature cooling [°C];26
#013;orientation of the building [°];0
#014;climate region	;TRY2010_4_Jahr.dat
#015;number of houses	;1
YYYYMMDD;hhmmss;unixtimestamp;Q_htg;t_room;t_amb;heating_on
20150426;20000;1430006400;4298,53;20;8,7;1
20150426;21500;1430007300;4422,86;20;8,475;1
20150426;23000;1430008200;4547,19;20;8,25;1
20150426;24500;1430009100;4671,52;20;8,025;1
20150426;30000;1430010000;4795,85;20;7,8;1
20150426;31500;1430010900;4931,77;20;7,45;1
20150426;33000;1430011800;5067,69;20;7,1;1
20150426;34500;1430012700;5203,61;20;6,75;1
20150426;40000;1430013600;5339,53;20;6,4;1
20150426;41500;1430014500;5461,34;20;6,25;1
20150426;43000;1430015400;5583,14;20;6,1;1
20150426;44500;1430016300;5704,94;20;5,95;1
20150426;50000;1430017200;5826,75;20;5,8;1
20150426;51500;1430018100;5874,23;20;5,675;1
20150426;53000;1430019000;5921,72;20;5,55;1
20150426;54500;1430019900;5969,2;20;5,425;1
20150426;60000;1430020800;6016,69;20;5,3;1
20150426;61500;1430021700;5903,15;20;5,675;1
20150426;63000;1430022600;5789,61;20;6,05;1
20150426;64500;1430023500;5676,07;20;6,425;1
20150426;70000;1430024400;5562,53;20;6,8;1
20150426;71500;1430025300;5317,92;20;7,4;1
20150426;73000;1430026200;5073,32;20;8;1
20150426;74500;1430027100;4828,72;20;8,6;1
20150426;80000;1430028000;4584,12;20;9,2;1
20150426;81500;1430028900;4358,69;20;9,4;1
20150426;83000;1430029800;4133,25;20;9,6;1
20150426;84500;1430030700;3907,81;20;9,8;1
20150426;90000;1430031600;3682,38;20;10;1
20150426;91500;1430032500;3389,09;20;10,6;1
20150426;93000;1430033400;3095,8;20;11,2;1
20150426;94500;1430034300;2802,51;20;11,8;1
20150426;100000;1430035200;2509,23;20;12,4;1
20150426;101500;1430036100;2250,84;20,05;12,85;1
20150426;103000;1430037000;1992,46;20,1;13,3;1
20150426;104500;1430037900;1734,08;20,15;13,75;1
20150426;110000;1430038800;1475,7;20,2;14,2;1
20150426;111500;1430039700;1341,22;20,25;14,7;1
20150426;113000;1430040600;1206,75;20,3;15,2;1
20150426;114500;1430041500;1072,27;20,35;15,7;1
20150426;120000;1430042400;937,8;20,4;16,2;1
20150426;121500;1430043300;780,928;20,45;16,3;1
20150426;123000;1430044200;624,057;20,5;16,4;1
20150426;124500;1430045100;467,185;20,55;16,5;1
20150426;130000;1430046000;310,313;20,6;16,6;1
20150426;131500;1430046900;232,735;20,8629;16,975;1
20150426;133000;1430047800;155,157;21,1258;17,35;1
20150426;134500;1430048700;77,5783;21,3887;17,725;1
20150426;140000;1430049600;0;21,6516;18,1;1
20150426;141500;1430050500;0;21,7541;18,15;1
20150426;143000;1430051400;0;21,8567;18,2;1
20150426;144500;1430052300;0;21,9592;18,25;1
20150426;150000;1430053200;0;22,0617;18,3;1
20150426;151500;1430054100;0;22,1296;18,225;1
20150426;153000;1430055000;0;22,1975;18,15;1
20150426;154500;1430055900;0;22,2654;18,075;1
20150426;160000;1430056800;0;22,3334;18;1
20150426;161500;1430057700;0;22,337;17,95;1
20150426;163000;1430058600;0;22,3406;17,9;1
20150426;164500;1430059500;0;22,3442;17,85;1
20150426;170000;1430060400;0;22,3478;17,8;1
20150426;171500;1430061300;0;22,3243;17,65;1
20150426;173000;1430062200;0;22,3008;17,5;1
20150426;174500;1430063100;0;22,2773;17,35;1
20150426;180000;1430064000;0;22,2539;17,2;1
20150426;181500;1430064900;0;22,1292;16,65;1
20150426;183000;1430065800;0;22,0045;16,1;1
20150426;184500;1430066700;0;21,8798;15,55;1
20150426;190000;1430067600;0;21,7551;15;1
20150426;191500;1430068500;91,9553;21,6163;14,7;1
20150426;193000;1430069400;183,911;21,4775;14,4;1
20150426;194500;1430070300;275,866;21,3388;14,1;1
20150426;200000;1430071200;367,821;21,2;13,8;1
20150426;201500;1430072100;564,444;21,2;13,55;1
20150426;203000;1430073000;761,066;21,2;13,3;1
20150426;204500;1430073900;957,689;21,2;13,05;1
20150426;210000;1430074800;1154,31;21,2;12,8;1
20150426;211500;1430075700;1376,69;21,2;12,35;1
20150426;213000;1430076600;1599,07;21,2;11,9;1
20150426;214500;1430077500;1821,46;21,2;11,45;1
20150426;220000;1430078400;2043,84;21,2;11;1
20150426;221500;1430079300;2264,82;21,1;10,55;1
20150426;223000;1430080200;2485,8;21;10,1;1
20150426;224500;1430081100;2706,78;20,9;9,65;1
20150426;230000;1430082000;2927,77;20,8;9,2;1
20150426;231500;1430082900;2899,47;20,6;9,2;1
20150426;233000;1430083800;2871,17;20,4;9,2;1
20150426;234500;1430084700;2842,87;20,2;9,2;1
20150427;0;1430085600;2814,58;20;9,2;1
20150427;1500;1430086500;3023,27;20;9,15;1
20150427;3000;1430087400;3231,96;20;9,1;1
20150427;4500;1430088300;3440,65;20;9,05;1
20150427;10000;1430089200;3649,34;20;9;1
20150427;11500;1430090100;3777,42;20;9;1
20150427;13000;1430091000;3905,5;20;9;1
20150427;14500;1430091900;4033,58;20;9;1
20150427;20000;1430092800;4161,66;20;9;1
20150427;21500;1430093700;4239,31;20;9,025;1
20150427;23000;1430094600;4316,97;20;9,05;1
20150427;24500;1430095500;4394,63;20;9,075;1
20150427;30000;1430096400;4472,28;20;9,1;1
20150427;31500;1430097300;4577,59;20;8,8;1
20150427;33000;1430098200;4682,89;20;8,5;1
20150427;34500;1430099100;4788,19;20;8,2;1
20150427;40000;1430100000;4893,5;20;7,9;1
20150427;41500;1430100900;4971,64;20;7,775;1
20150427;43000;1430101800;5049,79;20;7,65;1
20150427;44500;1430102700;5127,93;20;7,525;1
20150427;50000;1430103600;5206,08;20;7,4;1
20150427;51500;1430104500;5239,9;20,025;7,425;1
20150427;53000;1430105400;5273,73;20,05;7,45;1
20150427;54500;1430106300;5307,56;20,075;7,475;1
20150427;60000;1430107200;5341,39;20,1;7,5;1
20150427;61500;1430108100;5323,82;20,15;7,9;1
20150427;63000;1430109000;5306,25;20,2;8,3;1
20150427;64500;1430109900;5288,68;20,25;8,7;1
20150427;70000;1430110800;5271,11;20,3;9,1;1
20150427;71500;1430111700;5059,17;20,25;9,525;1
20150427;73000;1430112600;4847,23;20,2;9,95;1
20150427;74500;1430113500;4635,3;20,15;10,375;1
20150427;80000;1430114400;4423,36;20,1;10,8;1
20150427;81500;1430115300;4338,44;20,075;10,85;1
20150427;83000;1430116200;4253,52;20,05;10,9;1
20150427;84500;1430117100;4168,6;20,025;10,95;1
20150427;90000;1430118000;4083,68;20;11;1
20150427;91500;1430118900;4037,47;20;10,95;1
20150427;93000;1430119800;3991,26;20;10,9;1
20150427;94500;1430120700;3945,04;20;10,85;1
20150427;100000;1430121600;3898,83;20;10,8;1
20150427;101500;1430122500;3770,17;20;11,025;1
20150427;103000;1430123400;3641,5;20;11,25;1
20150427;104500;1430124300;3512,84;20;11,475;1
20150427;110000;1430125200;3384,17;20;11,7;1
20150427;111500;1430126100;3373,42;20,05;11,8;1
20150427;113000;1430127000;3362,66;20,1;11,9;1
20150427;114500;1430127900;3351,91;20,15;12;1
20150427;120000;1430128800;3341,15;20,2;12,1;1
20150427;121500;1430129700;3265,19;20,2;12,025;1
20150427;123000;1430130600;3189,23;20,2;11,95;1
20150427;124500;1430131500;3113,27;20,2;11,875;1
20150427;130000;1430132400;3037,32;20,2;11,8;1
20150427;131500;1430133300;2736,82;20,25;12,325;1
20150427;133000;1430134200;2436,33;20,3;12,85;1
20150427;134500;1430135100;2135,84;20,35;13,375;1
20150427;140000;1430136000;1835,34;20,4;13,9;1
20150427;141500;1430136900;1602,51;20,35;14,05;1
20150427;143000;1430137800;1369,68;20,3;14,2;1
20150427;144500;1430138700;1136,86;20,25;14,35;1
20150427;150000;1430139600;904,027;20,2;14,5;1
20150427;151500;1430140500;1321,92;20,3;13,55;1
20150427;153000;1430141400;1739,82;20,4;12,6;1
20150427;154500;1430142300;2157,72;20,5;11,65;1
20150427;160000;1430143200;2575,62;20,6;10,7;1
20150427;161500;1430144100;2746,18;20,75;10,9;1
20150427;163000;1430145000;2916,73;20,9;11,1;1
20150427;164500;1430145900;3087,29;21,05;11,3;1
20150427;170000;1430146800;3257,85;21,2;11,5;1
20150427;171500;1430147700;3283,11;21,2;11,375;1
20150427;173000;1430148600;3308,37;21,2;11,25;1
20150427;174500;1430149500;3333,63;21,2;11,125;1
20150427;180000;1430150400;3358,88;21,2;11;1
20150427;181500;1430151300;3430,09;21,2;11;1
20150427;183000;1430152200;3501,29;21,2;11;1
20150427;184500;1430153100;3572,49;21,2;11;1
20150427;190000;1430154000;3643,69;21,2;11;1
20150427;191500;1430154900;3484,24;21,2;10,85;1
20150427;193000;1430155800;3324,79;21,2;10,7;1
20150427;194500;1430156700;3165,33;21,2;10,55;1
20150427;200000;1430157600;3005,88;21,2;10,4;1
20150427;201500;1430158500;3000,55;21,1;10,15;1
20150427;203000;1430159400;2995,21;21;9,9;1
20150427;204500;1430160300;2989,88;20,9;9,65;1
20150427;210000;1430161200;2984,54;20,8;9,4;1
20150427;211500;1430162100;3263,02;20,8;9,075;1
20150427;213000;1430163000;3541,51;20,8;8,75;1
20150427;214500;1430163900;3820;20,8;8,425;1
20150427;220000;1430164800;4098,48;20,8;8,1;1
20150427;221500;1430165700;4170,35;20,7;7,75;1
20150427;223000;1430166600;4242,21;20,6;7,4;1
20150427;224500;1430167500;4314,08;20,5;7,05;1
20150427;230000;1430168400;4385,94;20,4;6,7;1
20150427;231500;1430169300;4456,92;20,3;6,6;1
20150427;233000;1430170200;4527,91;20,2;6,5;1
20150427;234500;1430171100;4598,89;20,1;6,4;1
20150428;0;1430172000;4669,88;20;6,3;1
20150428;1500;1430172900;4834,58;20;6,3;1
20150428;3000;1430173800;4999,29;20;6,3;1
20150428;4500;1430174700;5163,99;20;6,3;1
20150428;10000;1430175600;5328,7;20;6,3;1
20150428;11500;1430176500;5411,66;20;6,35;1
20150428;13000;1430177400;5494,61;20;6,4;1
20150428;14500;1430178300;5577,57;20;6,45;1
20150428;20000;1430179200;5660,53;20;6,5;1
20150428;21500;1430180100;5742,52;20;6,35;1
20150428;23000;1430181000;5824,52;20;6,2;1
20150428;24500;1430181900;5906,52;20;6,05;1
20150428;30000;1430182800;5988,52;20;5,9;1
20150428;31500;1430183700;6052,98;20;5,825;1
20150428;33000;1430184600;6117,44;20;5,75;1
20150428;34500;1430185500;6181,9;20;5,675;1
20150428;40000;1430186400;6246,37;20;5,6;1
20150428;41500;1430187300;6296,35;20;5,55;1
20150428;43000;1430188200;6346,32;20;5,5;1
20150428;44500;1430189100;6396,3;20;5,45;1
20150428;50000;1430190000;6446,28;20;5,4;1
20150428;51500;1430190900;6404,36;20;5,575;1
20150428;53000;1430191800;6362,44;20;5,75;1
20150428;54500;1430192700;6320,52;20;5,925;1
20150428;60000;1430193600;6278,59;20;6,1;1
20150428;61500;1430194500;6134,4;20;6,5;1
20150428;63000;1430195400;5990,2;20;6,9;1
20150428;64500;1430196300;5846;20;7,3;1
20150428;70000;1430197200;5701,8;20;7,7;1
20150428;71500;1430198100;5472,42;20,025;8,075;1
20150428;73000;1430199000;5243,04;20,05;8,45;1
20150428;74500;1430199900;5013,66;20,075;8,825;1
20150428;80000;1430200800;4784,28;20,1;9,2;1
20150428;81500;1430201700;4483,24;20,075;9,675;1
20150428;83000;1430202600;4182,2;20,05;10,15;1
20150428;84500;1430203500;3881,16;20,025;10,625;1
20150428;90000;1430204400;3580,13;20;11,1;1
20150428;91500;1430205300;3292,04;20;11,475;1
20150428;93000;1430206200;3003,95;20;11,85;1
20150428;94500;1430207100;2715,86;20;12,225;1
20150428;100000;1430208000;2427,77;20;12,6;1
20150428;101500;1430208900;2088,61;20;13;1
20150428;103000;1430209800;1749,44;20;13,4;1
20150428;104500;1430210700;1410,27;20;13,8;1
20150428;110000;1430211600;1071,11;20;14,2;1
20150428;111500;1430212500;880,383;20;14,5;1
20150428;113000;1430213400;689,659;20;14,8;1
20150428;114500;1430214300;498,935;20;15,1;1
20150428;120000;1430215200;308,212;20;15,4;1
20150428;121500;1430216100;231,159;20,0693;15,575;1
20150428;123000;1430217000;154,106;20,1386;15,75;1
20150428;124500;1430217900;77,053;20,2079;15,925;1
20150428;130000;1430218800;0;20,2771;16,1;1
20150428;131500;1430219700;0;20,3358;16,05;1
20150428;133000;1430220600;0;20,3945;16;1
20150428;134500;1430221500;0;20,4531;15,95;1
20150428;140000;1430222400;0;20,5118;15,9;1
20150428;141500;1430223300;0;20,5667;15,95;1
20150428;143000;1430224200;0;20,6217;16;1
20150428;144500;1430225100;0;20,6767;16,05;1
20150428;150000;1430226000;0;20,7316;16,1;1
20150428;151500;1430226900;0;20,8313;16,3;1
20150428;153000;1430227800;0;20,9309;16,5;1
20150428;154500;1430228700;0;21,0306;16,7;1
20150428;160000;1430229600;0;21,1302;16,9;1
20150428;161500;1430230500;0;21,1648;16,95;1
20150428;163000;1430231400;0;21,1994;17;1
20150428;164500;1430232300;0;21,234;17,05;1
20150428;170000;1430233200;0;21,2686;17,1;1
20150428;171500;1430234100;0;21,2276;16,775;1
20150428;173000;1430235000;0;21,1866;16,45;1
20150428;174500;1430235900;0;21,1457;16,125;1
20150428;180000;1430236800;0;21,1047;15,8;1
20150428;181500;1430237700;0;21,0587;15,3;1
20150428;183000;1430238600;0;21,0126;14,8;1
20150428;184500;1430239500;0;20,9665;14,3;1
20150428;190000;1430240400;0;20,9205;13,8;1
20150428;191500;1430241300;246,643;20,8903;13,225;1
20150428;193000;1430242200;493,286;20,8602;12,65;1
20150428;194500;1430243100;739,929;20,8301;12,075;1
20150428;200000;1430244000;986,572;20,8;11,5;1
20150428;201500;1430244900;1309,7;20,8;11,125;1
20150428;203000;1430245800;1632,83;20,8;10,75;1
20150428;204500;1430246700;1955,96;20,8;10,375;1
20150428;210000;1430247600;2279,08;20,8;10;1
20150428;211500;1430248500;2418,87;20,7;9,7;1
20150428;213000;1430249400;2558,65;20,6;9,4;1
20150428;214500;1430250300;2698,43;20,5;9,1;1
20150428;220000;1430251200;2838,22;20,4;8,8;1
20150428;221500;1430252100;3091,24;20,4;8,75;1
20150428;223000;1430253000;3344,25;20,4;8,7;1
20150428;224500;1430253900;3597,27;20,4;8,65;1
20150428;230000;1430254800;3850,29;20,4;8,6;1
20150428;231500;1430255700;3995,17;20,4;8,525;1
20150428;233000;1430256600;4140,05;20,4;8,45;1
20150428;234500;1430257500;4284,92;20,4;8,375;1
20150429;0;1430258400;4429,8;20,4;8,3;1
20150429;1500;1430259300;4479,8;20,325;8,075;1
20150429;3000;1430260200;4529,8;20,25;7,85;1
20150429;4500;1430261100;4579,8;20,175;7,625;1
20150429;10000;1430262000;4629,79;20,1;7,4;1
20150429;11500;1430262900;4758,29;20,075;7,175;1
20150429;13000;1430263800;4886,78;20,05;6,95;1
20150429;14500;1430264700;5015,27;20,025;6,725;1
20150429;20000;1430265600;5143,76;20;6,5;1
20150429;21500;1430266500;5261,08;20;6,4;1
20150429;23000;1430267400;5378,39;20;6,3;1
20150429;24500;1430268300;5495,71;20;6,2;1
20150429;30000;1430269200;5613,02;20;6,1;1
20150429;31500;1430270100;5702,98;20;6;1
20150429;33000;1430271000;5792,94;20;5,9;1
20150429;34500;1430271900;5882,89;20;5,8;1
20150429;40000;1430272800;5972,85;20;5,7;1
20150429;41500;1430273700;6054,09;20;5,575;1
20150429;43000;1430274600;6135,33;20;5,45;1
20150429;44500;1430275500;6216,57;20;5,325;1
20150429;50000;1430276400;6297,82;20;5,2;1
20150429;51500;1430277300;6261,8;20;5,325;1
20150429;53000;1430278200;6225,78;20;5,45;1
20150429;54500;1430279100;6189,76;20;5,575;1
20150429;60000;1430280000;6153,74;20;5,7;1
20150429;61500;1430280900;6079,85;20,025;6,025;1
20150429;63000;1430281800;6005,96;20,05;6,35;1
20150429;64500;1430282700;5932,06;20,075;6,675;1
20150429;70000;1430283600;5858,17;20,1;7;1
20150429;71500;1430284500;5567,54;20,1;7,7;1
20150429;73000;1430285400;5276,9;20,1;8,4;1
20150429;74500;1430286300;4986,27;20,1;9,1;1
20150429;80000;1430287200;4695,64;20,1;9,8;1
20150429;81500;1430288100;4295,94;20,075;10,575;1
20150429;83000;1430289000;3896,24;20,05;11,35;1
20150429;84500;1430289900;3496,54;20,025;12,125;1
20150429;90000;1430290800;3096,84;20;12,9;1
20150429;91500;1430291700;2708,69;20;13,475;1
20150429;93000;1430292600;2320,55;20;14,05;1
20150429;94500;1430293500;1932,4;20;14,625;1
20150429;100000;1430294400;1544,25;20;15,2;1
20150429;101500;1430295300;1299,52;20;15,425;1
20150429;103000;1430296200;1054,79;20;15,65;1
20150429;104500;1430297100;810,053;20;15,875;1
20150429;110000;1430298000;565,319;20;16,1;1
20150429;111500;1430298900;423,989;20,0002;16,225;1
20150429;113000;1430299800;282,659;20,0004;16,35;1
20150429;114500;1430300700;141,33;20,0007;16,475;1
20150429;120000;1430301600;0;20,0009;16,6;1
20150429;121500;1430302500;0;20,1074;16,85;1
20150429;123000;1430303400;0;20,2138;17,1;1
20150429;124500;1430304300;0;20,3203;17,35;1
20150429;130000;1430305200;0;20,4268;17,6;1
20150429;131500;1430306100;0;20,5318;17,725;1
20150429;133000;1430307000;0;20,6367;17,85;1
20150429;134500;1430307900;0;20,7417;17,975;1
20150429;140000;1430308800;0;20,8466;18,1;1
20150429;141500;1430309700;0;20,9463;18,025;1
20150429;143000;1430310600;0;21,0459;17,95;1
20150429;144500;1430311500;0;21,1455;17,875;1
20150429;150000;1430312400;0;21,2452;17,8;1
20150429;151500;1430313300;0;21,3306;17,875;1
20150429;153000;1430314200;0;21,4161;17,95;1
20150429;154500;1430315100;0;21,5016;18,025;1
20150429;160000;1430316000;0;21,5871;18,1;1
20150429;161500;1430316900;0;21,504;17,975;1
20150429;163000;1430317800;0;21,421;17,85;1
20150429;164500;1430318700;0;21,3379;17,725;1
20150429;170000;1430319600;0;21,2549;17,6;1
20150429;171500;1430320500;262,453;21,3412;17,35;1
20150429;173000;1430321400;524,907;21,4274;17,1;1
20150429;174500;1430322300;787,36;21,5137;16,85;1
20150429;180000;1430323200;1049,81;21,6;16,6;1
20150429;181500;1430324100;954,613;21,5;16,375;1
20150429;183000;1430325000;859,412;21,4;16,15;1
20150429;184500;1430325900;764,212;21,3;15,925;1
20150429;190000;1430326800;669,011;21,2;15,7;1
20150429;191500;1430327700;712,839;21,2;15,5;1
20150429;193000;1430328600;756,668;21,2;15,3;1
20150429;194500;1430329500;800,496;21,2;15,1;1
20150429;200000;1430330400;844,324;21,2;14,9;1
20150429;201500;1430331300;1065,75;21,2;14,725;1
20150429;203000;1430332200;1287,17;21,2;14,55;1
20150429;204500;1430333100;1508,59;21,2;14,375;1
20150429;210000;1430334000;1730,01;21,2;14,2;1
20150429;211500;1430334900;1864,78;21,2;14,05;1
20150429;213000;1430335800;1999,55;21,2;13,9;1
20150429;214500;1430336700;2134,31;21,2;13,75;1
20150429;220000;1430337600;2269,08;21,2;13,6;1
20150429;221500;1430338500;2328,66;21,1;13,25;1
20150429;223000;1430339400;2388,24;21;12,9;1
20150429;224500;1430340300;2447,82;20,9;12,55;1
20150429;230000;1430341200;2507,4;20,8;12,2;1
20150429;231500;1430342100;2454,8;20,6;11,75;1
20150429;233000;1430343000;2402,2;20,4;11,3;1
20150429;234500;1430343900;2349,6;20,2;10,85;1
20150430;0;1430344800;2297;20;10,4;1
20150430;1500;1430345700;2589,41;20;9,85;1
20150430;3000;1430346600;2881,82;20;9,3;1
20150430;4500;1430347500;3174,23;20;8,75;1
20150430;10000;1430348400;3466,64;20;8,2;1
20150430;11500;1430349300;3726,68;20;7,75;1
20150430;13000;1430350200;3986,72;20;7,3;1
20150430;14500;1430351100;4246,77;20;6,85;1
20150430;20000;1430352000;4506,81;20;6,4;1
20150430;21500;1430352900;4738,18;20;6,025;1
20150430;23000;1430353800;4969,55;20;5,65;1
20150430;24500;1430354700;5200,92;20;5,275;1
20150430;30000;1430355600;5432,29;20;4,9;1
20150430;31500;1430356500;5593,42;20;4,8;1
20150430;33000;1430357400;5754,55;20;4,7;1
20150430;34500;1430358300;5915,68;20;4,6;1
20150430;40000;1430359200;6076,81;20;4,5;1
20150430;41500;1430360100;6161,43;20;4,575;1
20150430;43000;1430361000;6246,05;20;4,65;1
20150430;44500;1430361900;6330,66;20;4,725;1
20150430;50000;1430362800;6415,28;20;4,8;1
20150430;51500;1430363700;6456,49;20;4,675;1
20150430;53000;1430364600;6497,7;20;4,55;1
20150430;54500;1430365500;6538,91;20;4,425;1
20150430;60000;1430366400;6580,11;20;4,3;1
20150430;61500;1430367300;6540,81;20,05;4,7;1
20150430;63000;1430368200;6501,52;20,1;5,1;1
20150430;64500;1430369100;6462,22;20,15;5,5;1
20150430;70000;1430370000;6422,92;20,2;5,9;1
20150430;71500;1430370900;6185,06;20,175;6,4;1
20150430;73000;1430371800;5947,2;20,15;6,9;1
20150430;74500;1430372700;5709,34;20,125;7,4;1
20150430;80000;1430373600;5471,48;20,1;7,9;1
20150430;81500;1430374500;5271,08;20,125;8,25;1
20150430;83000;1430375400;5070,69;20,15;8,6;1
20150430;84500;1430376300;4870,3;20,175;8,95;1
20150430;90000;1430377200;4669,9;20,2;9,3;1
20150430;91500;1430378100;4263,47;20,15;9,95;1
20150430;93000;1430379000;3857,04;20,1;10,6;1
20150430;94500;1430379900;3450,6;20,05;11,25;1
20150430;100000;1430380800;3044,17;20;11,9;1
20150430;101500;1430381700;2814,66;20,1;12,575;1
20150430;103000;1430382600;2585,15;20,2;13,25;1
20150430;104500;1430383500;2355,64;20,3;13,925;1
20150430;110000;1430384400;2126,14;20,4;14,6;1
20150430;111500;1430385300;1864,66;20,4;14,85;1
20150430;113000;1430386200;1603,18;20,4;15,1;1
20150430;114500;1430387100;1341,7;20,4;15,35;1
20150430;120000;1430388000;1080,22;20,4;15,6;1
20150430;121500;1430388900;810,163;20,4816;15,875;1
20150430;123000;1430389800;540,109;20,5632;16,15;1
20150430;124500;1430390700;270,054;20,6449;16,425;1
20150430;130000;1430391600;0;20,7265;16,7;1
20150430;131500;1430392500;0;20,8583;16,85;1
20150430;133000;1430393400;0;20,9901;17;1
20150430;134500;1430394300;0;21,1219;17,15;1
20150430;140000;1430395200;0;21,2537;17,3;1
20150430;141500;1430396100;0;21,391;17,425;1
20150430;143000;1430397000;0;21,5283;17,55;1
20150430;144500;1430397900;0;21,6656;17,675;1
20150430;150000;1430398800;0;21,8029;17,8;1
20150430;151500;1430399700;0;21,7763;17,8;1
20150430;153000;1430400600;0;21,7497;17,8;1
20150430;154500;1430401500;0;21,723;17,8;1
20150430;160000;1430402400;0;21,6964;17,8;1
20150430;161500;1430403300;0;21,6576;17,725;1
20150430;163000;1430404200;0;21,6187;17,65;1
20150430;164500;1430405100;0;21,5799;17,575;1
20150430;170000;1430406000;0;21,5411;17,5;1
20150430;171500;1430406900;0;21,4707;17,375;1
20150430;173000;1430407800;0;21,4003;17,25;1
20150430;174500;1430408700;0;21,33;17,125;1
20150430;180000;1430409600;0;21,2596;17;1
20150430;181500;1430410500;201,789;21,3447;16,725;1
20150430;183000;1430411400;403,578;21,4298;16,45;1
20150430;184500;1430412300;605,367;21,5149;16,175;1
20150430;190000;1430413200;807,156;21,6;15,9;1
20150430;191500;1430414100;811,537;21,5;15,45;1
20150430;193000;1430415000;815,919;21,4;15;1
20150430;194500;1430415900;820,3;21,3;14,55;1
20150430;200000;1430416800;824,681;21,2;14,1;1
20150430;201500;1430417700;1054,18;21,2;13,875;1
20150430;203000;1430418600;1283,68;21,2;13,65;1
20150430;204500;1430419500;1513,18;21,2;13,425;1
20150430;210000;1430420400;1742,69;21,2;13,2;1
20150430;211500;1430421300;1758,6;21,1;13,275;1
20150430;213000;1430422200;1774,52;21;13,35;1
20150430;214500;1430423100;1790,43;20,9;13,425;1
20150430;220000;1430424000;1806,35;20,8;13,5;1
20150430;221500;1430424900;1824,51;20,7;13,25;1
20150430;223000;1430425800;1842,68;20,6;13;1
20150430;224500;1430426700;1860,85;20,5;12,75;1
20150430;230000;1430427600;1879,01;20,4;12,5;1
20150430;231500;1430428500;2073,47;20,4;12,325;1
20150430;233000;1430429400;2267,92;20,4;12,15;1
20150430;234500;1430430300;2462,37;20,4;11,975;1
20150501;0;1430431200;2656,82;20,4;11,8;1
20150501;1500;1430432100;2702,01;20,3;11,5;1
20150501;3000;1430433000;2747,2;20,2;11,2;1
20150501;4500;1430433900;2792,39;20,1;10,9;1
20150501;10000;1430434800;2837,57;20;10,6;1
20150501;11500;1430435700;3000,04;20;10,45;1
20150501;13000;1430436600;3162,52;20;10,3;1
20150501;14500;1430437500;3324,99;20;10,15;1
20150501;20000;1430438400;3487,46;20;10;1
20150501;21500;1430439300;3626,99;20;9,8;1
20150501;23000;1430440200;3766,51;20;9,6;1
20150501;24500;1430441100;3906,03;20;9,4;1
20150501;30000;1430442000;4045,56;20;9,2;1
20150501;31500;1430442900;4120,34;20;9,25;1
20150501;33000;1430443800;4195,13;20;9,3;1
20150501;34500;1430444700;4269,91;20;9,35;1
20150501;40000;1430445600;4344,7;20;9,4;1
20150501;41500;1430446500;4437,49;20;9,175;1
20150501;43000;1430447400;4530,29;20;8,95;1
20150501;44500;1430448300;4623,08;20;8,725;1
20150501;50000;1430449200;4715,87;20;8,5;1
20150501;51500;1430450100;4764,91;20;8,3;1
20150501;53000;1430451000;4813,95;20;8,1;1
20150501;54500;1430451900;4862,98;20;7,9;1
20150501;60000;1430452800;4912,02;20;7,7;1
20150501;61500;1430453700;4836,92;20;8,075;1
20150501;63000;1430454600;4761,81;20;8,45;1
20150501;64500;1430455500;4686,71;20;8,825;1
20150501;70000;1430456400;4611,6;20;9,2;1
20150501;71500;1430457300;4396,02;20;9,6;1
20150501;73000;1430458200;4180,45;20;10;1
20150501;74500;1430459100;3964,87;20;10,4;1
20150501;80000;1430460000;3749,29;20;10,8;1
20150501;81500;1430460900;3510,77;20;11,1;1
20150501;83000;1430461800;3272,24;20;11,4;1
20150501;84500;1430462700;3033,71;20;11,7;1
20150501;90000;1430463600;2795,19;20;12;1
20150501;91500;1430464500;2574,38;20,05;12,525;1
20150501;93000;1430465400;2353,56;20,1;13,05;1
20150501;94500;1430466300;2132,75;20,15;13,575;1
20150501;100000;1430467200;1911,94;20,2;14,1;1
20150501;101500;1430468100;1682,85;20,2;14,425;1
20150501;103000;1430469000;1453,77;20,2;14,75;1
20150501;104500;1430469900;1224,68;20,2;15,075;1
20150501;110000;1430470800;995,6;20,2;15,4;1
20150501;111500;1430471700;746,7;20,208;15,65;1
20150501;113000;1430472600;497,8;20,216;15,9;1
