#General information: Fraunhofer ISE  reserves the right not to be responsible for the topicality, correctness, completeness or quality of the information provided. Liability claims regarding damage caused by the use of any information provided, including any kind of information which is incomplete or incorrect,will therefore be rejected.
#file_info: --- Simulated load profile with synPRO --- number of occupants: 3 --- socioeconomic factor: ALL --- climate region: TRY2010_4_Jahr.dat --- total domestic hot water energy demand: 1668 ---  Building TypeSFH_1 ---  --- For more information contact D.Fischer, David.Fischer@ise.fraunhofer.de
#time resolution: 15Min
#col_no;col_name;unit;category;comment
#001;YYYYMMDD;0;time;Date [human readable]
#002;hhmmss;0;time;Time [human readable]
#003;unixtimestamp;s;time;Elapsed seconds from 01-01-1970
#004;Q_dhw;W;power;heating demand for water heating 
#005;simulated building	;SFH_1
#006;climate region	;TRY2010_4_Jahr.dat
#007;number of houses	;1
#008;number of apartments	;1
#009;number of occupants per apartment 	;3
#010;working pattern	;ALL
#011;total number of occupants 	;3
#012;specific DHW demand per person	;556;kWh/p
YYYYMMDD;hhmmss;unixtimestamp;Q_dhw
20150301;144500;1425217500;0
20150301;150000;1425218400;0
20150301;151500;1425219300;0
20150301;153000;1425220200;0
20150301;154500;1425221100;0
20150301;160000;1425222000;3846,61
20150301;161500;1425222900;0
20150301;163000;1425223800;0
20150301;164500;1425224700;0
20150301;170000;1425225600;0
20150301;171500;1425226500;0
20150301;173000;1425227400;0
20150301;174500;1425228300;0
20150301;180000;1425229200;0
20150301;181500;1425230100;0
20150301;183000;1425231000;0
20150301;184500;1425231900;0
20150301;190000;1425232800;0
20150301;191500;1425233700;0
20150301;193000;1425234600;0
20150301;194500;1425235500;0
20150301;200000;1425236400;0
20150301;201500;1425237300;0
20150301;203000;1425238200;0
20150301;204500;1425239100;0
20150301;210000;1425240000;0
20150301;211500;1425240900;0
20150301;213000;1425241800;0
20150301;214500;1425242700;0
20150301;220000;1425243600;0
20150301;221500;1425244500;0
20150301;223000;1425245400;0
20150301;224500;1425246300;0
20150301;230000;1425247200;0
20150301;231500;1425248100;0
20150301;233000;1425249000;0
20150301;234500;1425249900;0
20150302;0;1425250800;0
20150302;1500;1425251700;0
20150302;3000;1425252600;0
20150302;4500;1425253500;0
20150302;10000;1425254400;0
20150302;11500;1425255300;0
20150302;13000;1425256200;0
20150302;14500;1425257100;0
20150302;20000;1425258000;0
20150302;21500;1425258900;0
20150302;23000;1425259800;0
20150302;24500;1425260700;0
20150302;30000;1425261600;0
20150302;31500;1425262500;0
20150302;33000;1425263400;0
20150302;34500;1425264300;0
20150302;40000;1425265200;0
20150302;41500;1425266100;0
20150302;43000;1425267000;0
20150302;44500;1425267900;0
20150302;50000;1425268800;0
20150302;51500;1425269700;0
20150302;53000;1425270600;0
20150302;54500;1425271500;0
20150302;60000;1425272400;0
20150302;61500;1425273300;0
20150302;63000;1425274200;0
20150302;64500;1425275100;0
20150302;70000;1425276000;0
20150302;71500;1425276900;0
20150302;73000;1425277800;0
20150302;74500;1425278700;0
20150302;80000;1425279600;0
20150302;81500;1425280500;0
20150302;83000;1425281400;0
20150302;84500;1425282300;0
20150302;90000;1425283200;0
20150302;91500;1425284100;0
20150302;93000;1425285000;0
20150302;94500;1425285900;0
20150302;100000;1425286800;0
20150302;101500;1425287700;0
20150302;103000;1425288600;0
20150302;104500;1425289500;0
20150302;110000;1425290400;0
20150302;111500;1425291300;0
20150302;113000;1425292200;0
20150302;114500;1425293100;0
20150302;120000;1425294000;0
20150302;121500;1425294900;0
20150302;123000;1425295800;0
20150302;124500;1425296700;0
20150302;130000;1425297600;0
20150302;131500;1425298500;0
20150302;133000;1425299400;0
20150302;134500;1425300300;0
20150302;140000;1425301200;0
20150302;141500;1425302100;0
20150302;143000;1425303000;0
20150302;144500;1425303900;14876,9
20150302;150000;1425304800;0
20150302;151500;1425305700;0
20150302;153000;1425306600;0
20150302;154500;1425307500;0
20150302;160000;1425308400;0
20150302;161500;1425309300;0
20150302;163000;1425310200;0
20150302;164500;1425311100;26717,7
20150302;170000;1425312000;0
20150302;171500;1425312900;0
20150302;173000;1425313800;0
20150302;174500;1425314700;0
20150302;180000;1425315600;0
20150302;181500;1425316500;0
20150302;183000;1425317400;0
20150302;184500;1425318300;0
20150302;190000;1425319200;0
20150302;191500;1425320100;0
20150302;193000;1425321000;0
20150302;194500;1425321900;0
20150302;200000;1425322800;0
20150302;201500;1425323700;0
20150302;203000;1425324600;0
20150302;204500;1425325500;0
20150302;210000;1425326400;0
20150302;211500;1425327300;0
20150302;213000;1425328200;0
20150302;214500;1425329100;0
20150302;220000;1425330000;0
20150302;221500;1425330900;0
20150302;223000;1425331800;0
20150302;224500;1425332700;0
20150302;230000;1425333600;0
20150302;231500;1425334500;0
20150302;233000;1425335400;0
20150302;234500;1425336300;0
20150303;0;1425337200;0
20150303;1500;1425338100;0
20150303;3000;1425339000;0
20150303;4500;1425339900;0
20150303;10000;1425340800;0
20150303;11500;1425341700;0
20150303;13000;1425342600;0
20150303;14500;1425343500;0
20150303;20000;1425344400;0
20150303;21500;1425345300;0
20150303;23000;1425346200;0
20150303;24500;1425347100;0
20150303;30000;1425348000;0
20150303;31500;1425348900;0
20150303;33000;1425349800;0
20150303;34500;1425350700;0
20150303;40000;1425351600;0
20150303;41500;1425352500;0
20150303;43000;1425353400;0
20150303;44500;1425354300;0
20150303;50000;1425355200;0
20150303;51500;1425356100;0
20150303;53000;1425357000;0
20150303;54500;1425357900;0
20150303;60000;1425358800;0
20150303;61500;1425359700;0
20150303;63000;1425360600;0
20150303;64500;1425361500;0
20150303;70000;1425362400;0
20150303;71500;1425363300;0
20150303;73000;1425364200;0
20150303;74500;1425365100;0
20150303;80000;1425366000;0
20150303;81500;1425366900;0
20150303;83000;1425367800;0
20150303;84500;1425368700;0
20150303;90000;1425369600;0
20150303;91500;1425370500;0
20150303;93000;1425371400;0
20150303;94500;1425372300;0
20150303;100000;1425373200;0
20150303;101500;1425374100;0
20150303;103000;1425375000;0
20150303;104500;1425375900;0
20150303;110000;1425376800;0
20150303;111500;1425377700;0
20150303;113000;1425378600;0
20150303;114500;1425379500;0
20150303;120000;1425380400;0
20150303;121500;1425381300;0
20150303;123000;1425382200;0
20150303;124500;1425383100;0
20150303;130000;1425384000;0
20150303;131500;1425384900;0
20150303;133000;1425385800;0
20150303;134500;1425386700;0
20150303;140000;1425387600;0
20150303;141500;1425388500;0
20150303;143000;1425389400;0
20150303;144500;1425390300;0
20150303;150000;1425391200;0
20150303;151500;1425392100;0
20150303;153000;1425393000;0
20150303;154500;1425393900;0
20150303;160000;1425394800;0
20150303;161500;1425395700;0
20150303;163000;1425396600;0
20150303;164500;1425397500;0
20150303;170000;1425398400;0
20150303;171500;1425399300;0
20150303;173000;1425400200;0
20150303;174500;1425401100;0
20150303;180000;1425402000;0
20150303;181500;1425402900;0
20150303;183000;1425403800;0
20150303;184500;1425404700;0
20150303;190000;1425405600;0
20150303;191500;1425406500;0
20150303;193000;1425407400;0
20150303;194500;1425408300;0
20150303;200000;1425409200;0
20150303;201500;1425410100;0
20150303;203000;1425411000;0
20150303;204500;1425411900;0
20150303;210000;1425412800;0
20150303;211500;1425413700;0
20150303;213000;1425414600;0
20150303;214500;1425415500;0
20150303;220000;1425416400;0
20150303;221500;1425417300;0
20150303;223000;1425418200;0
20150303;224500;1425419100;0
20150303;230000;1425420000;0
20150303;231500;1425420900;0
20150303;233000;1425421800;0
20150303;234500;1425422700;0
20150304;0;1425423600;0
20150304;1500;1425424500;0
20150304;3000;1425425400;0
20150304;4500;1425426300;0
20150304;10000;1425427200;0
20150304;11500;1425428100;0
20150304;13000;1425429000;0
20150304;14500;1425429900;0
20150304;20000;1425430800;0
20150304;21500;1425431700;0
20150304;23000;1425432600;0
20150304;24500;1425433500;0
20150304;30000;1425434400;0
20150304;31500;1425435300;0
20150304;33000;1425436200;0
20150304;34500;1425437100;0
20150304;40000;1425438000;0
20150304;41500;1425438900;0
20150304;43000;1425439800;0
20150304;44500;1425440700;0
20150304;50000;1425441600;0
20150304;51500;1425442500;0
20150304;53000;1425443400;0
20150304;54500;1425444300;0
20150304;60000;1425445200;0
20150304;61500;1425446100;0
20150304;63000;1425447000;0
20150304;64500;1425447900;0
20150304;70000;1425448800;0
20150304;71500;1425449700;0
20150304;73000;1425450600;0
20150304;74500;1425451500;15551,9
20150304;80000;1425452400;0
20150304;81500;1425453300;0
20150304;83000;1425454200;0
20150304;84500;1425455100;0
20150304;90000;1425456000;0
20150304;91500;1425456900;0
20150304;93000;1425457800;0
20150304;94500;1425458700;0
20150304;100000;1425459600;0
20150304;101500;1425460500;0
20150304;103000;1425461400;0
20150304;104500;1425462300;0
20150304;110000;1425463200;0
20150304;111500;1425464100;0
20150304;113000;1425465000;0
20150304;114500;1425465900;0
20150304;120000;1425466800;0
20150304;121500;1425467700;0
20150304;123000;1425468600;0
20150304;124500;1425469500;0
20150304;130000;1425470400;0
20150304;131500;1425471300;0
20150304;133000;1425472200;0
20150304;134500;1425473100;0
20150304;140000;1425474000;0
20150304;141500;1425474900;0
20150304;143000;1425475800;0
20150304;144500;1425476700;0
20150304;150000;1425477600;0
20150304;151500;1425478500;0
20150304;153000;1425479400;0
20150304;154500;1425480300;0
20150304;160000;1425481200;0
20150304;161500;1425482100;0
20150304;163000;1425483000;0
20150304;164500;1425483900;0
20150304;170000;1425484800;0
20150304;171500;1425485700;0
20150304;173000;1425486600;0
20150304;174500;1425487500;0
20150304;180000;1425488400;0
20150304;181500;1425489300;0
20150304;183000;1425490200;0
20150304;184500;1425491100;0
20150304;190000;1425492000;0
20150304;191500;1425492900;0
20150304;193000;1425493800;0
20150304;194500;1425494700;0
20150304;200000;1425495600;0
20150304;201500;1425496500;0
20150304;203000;1425497400;0
20150304;204500;1425498300;0
20150304;210000;1425499200;0
20150304;211500;1425500100;0
20150304;213000;1425501000;0
20150304;214500;1425501900;0
20150304;220000;1425502800;0
20150304;221500;1425503700;0
20150304;223000;1425504600;0
20150304;224500;1425505500;0
20150304;230000;1425506400;0
20150304;231500;1425507300;0
20150304;233000;1425508200;0
20150304;234500;1425509100;0
20150305;0;1425510000;0
20150305;1500;1425510900;0
20150305;3000;1425511800;0
20150305;4500;1425512700;0
20150305;10000;1425513600;0
20150305;11500;1425514500;0
20150305;13000;1425515400;0
20150305;14500;1425516300;0
20150305;20000;1425517200;0
20150305;21500;1425518100;0
20150305;23000;1425519000;0
20150305;24500;1425519900;0
20150305;30000;1425520800;0
20150305;31500;1425521700;0
20150305;33000;1425522600;0
20150305;34500;1425523500;0
20150305;40000;1425524400;0
20150305;41500;1425525300;0
20150305;43000;1425526200;0
20150305;44500;1425527100;0
20150305;50000;1425528000;0
20150305;51500;1425528900;0
20150305;53000;1425529800;0
20150305;54500;1425530700;0
20150305;60000;1425531600;0
20150305;61500;1425532500;0
20150305;63000;1425533400;0
20150305;64500;1425534300;0
20150305;70000;1425535200;0
20150305;71500;1425536100;0
20150305;73000;1425537000;0
20150305;74500;1425537900;0
20150305;80000;1425538800;0
20150305;81500;1425539700;0
20150305;83000;1425540600;0
20150305;84500;1425541500;0
20150305;90000;1425542400;0
20150305;91500;1425543300;0
20150305;93000;1425544200;0
20150305;94500;1425545100;0
20150305;100000;1425546000;0
20150305;101500;1425546900;0
20150305;103000;1425547800;0
20150305;104500;1425548700;0
20150305;110000;1425549600;0
20150305;111500;1425550500;0
20150305;113000;1425551400;0
20150305;114500;1425552300;0
20150305;120000;1425553200;0
20150305;121500;1425554100;0
20150305;123000;1425555000;0
20150305;124500;1425555900;0
20150305;130000;1425556800;0
20150305;131500;1425557700;0
20150305;133000;1425558600;0
20150305;134500;1425559500;0
20150305;140000;1425560400;0
20150305;141500;1425561300;0
20150305;143000;1425562200;0
20150305;144500;1425563100;0
20150305;150000;1425564000;0
20150305;151500;1425564900;0
20150305;153000;1425565800;0
20150305;154500;1425566700;0
20150305;160000;1425567600;0
20150305;161500;1425568500;0
20150305;163000;1425569400;0
20150305;164500;1425570300;0
20150305;170000;1425571200;0
20150305;171500;1425572100;0
20150305;173000;1425573000;0
20150305;174500;1425573900;0
20150305;180000;1425574800;0
20150305;181500;1425575700;0
20150305;183000;1425576600;0
20150305;184500;1425577500;0
20150305;190000;1425578400;0
20150305;191500;1425579300;0
20150305;193000;1425580200;0
20150305;194500;1425581100;0
20150305;200000;1425582000;0
20150305;201500;1425582900;0
20150305;203000;1425583800;0
20150305;204500;1425584700;0
20150305;210000;1425585600;0
20150305;211500;1425586500;0
20150305;213000;1425587400;0
20150305;214500;1425588300;0
20150305;220000;1425589200;0
20150305;221500;1425590100;0
20150305;223000;1425591000;0
20150305;224500;1425591900;0
20150305;230000;1425592800;0
20150305;231500;1425593700;0
20150305;233000;1425594600;0
20150305;234500;1425595500;0
20150306;0;1425596400;0
20150306;1500;1425597300;0
20150306;3000;1425598200;0
20150306;4500;1425599100;0
20150306;10000;1425600000;0
20150306;11500;1425600900;0
20150306;13000;1425601800;0
20150306;14500;1425602700;0
20150306;20000;1425603600;0
20150306;21500;1425604500;0
20150306;23000;1425605400;0
20150306;24500;1425606300;0
20150306;30000;1425607200;0
20150306;31500;1425608100;0
20150306;33000;1425609000;0
20150306;34500;1425609900;0
20150306;40000;1425610800;0
20150306;41500;1425611700;0
20150306;43000;1425612600;0
20150306;44500;1425613500;0
20150306;50000;1425614400;0
20150306;51500;1425615300;0
20150306;53000;1425616200;0
20150306;54500;1425617100;0
20150306;60000;1425618000;0
20150306;61500;1425618900;10235,2
20150306;63000;1425619800;0
20150306;64500;1425620700;0
20150306;70000;1425621600;0
20150306;71500;1425622500;0
20150306;73000;1425623400;0
20150306;74500;1425624300;0
20150306;80000;1425625200;0
20150306;81500;1425626100;0
20150306;83000;1425627000;21152,7
20150306;84500;1425627900;0
20150306;90000;1425628800;0
20150306;91500;1425629700;0
20150306;93000;1425630600;0
20150306;94500;1425631500;0
20150306;100000;1425632400;0
20150306;101500;1425633300;0
20150306;103000;1425634200;0
20150306;104500;1425635100;0
20150306;110000;1425636000;0
20150306;111500;1425636900;0
20150306;113000;1425637800;0
20150306;114500;1425638700;0
20150306;120000;1425639600;0
20150306;121500;1425640500;0
20150306;123000;1425641400;0
20150306;124500;1425642300;0
20150306;130000;1425643200;0
20150306;131500;1425644100;0
20150306;133000;1425645000;0
20150306;134500;1425645900;0
20150306;140000;1425646800;0
20150306;141500;1425647700;0
20150306;143000;1425648600;0
20150306;144500;1425649500;0
20150306;150000;1425650400;0
20150306;151500;1425651300;0
20150306;153000;1425652200;0
20150306;154500;1425653100;0
20150306;160000;1425654000;0
20150306;161500;1425654900;0
20150306;163000;1425655800;0
20150306;164500;1425656700;0
20150306;170000;1425657600;0
20150306;171500;1425658500;0
20150306;173000;1425659400;0
20150306;174500;1425660300;0
20150306;180000;1425661200;0
20150306;181500;1425662100;0
20150306;183000;1425663000;0
20150306;184500;1425663900;0
20150306;190000;1425664800;0
20150306;191500;1425665700;0
20150306;193000;1425666600;0
20150306;194500;1425667500;0
20150306;200000;1425668400;0
20150306;201500;1425669300;0
20150306;203000;1425670200;0
20150306;204500;1425671100;0
20150306;210000;1425672000;0
20150306;211500;1425672900;0
20150306;213000;1425673800;0
20150306;214500;1425674700;0
20150306;220000;1425675600;0
20150306;221500;1425676500;0
20150306;223000;1425677400;0
20150306;224500;1425678300;0
20150306;230000;1425679200;0
20150306;231500;1425680100;0
20150306;233000;1425681000;0
20150306;234500;1425681900;0
20150307;0;1425682800;0
20150307;1500;1425683700;0
20150307;3000;1425684600;0
20150307;4500;1425685500;0
20150307;10000;1425686400;0
20150307;11500;1425687300;0
20150307;13000;1425688200;0
20150307;14500;1425689100;0
20150307;20000;1425690000;0
20150307;21500;1425690900;0
20150307;23000;1425691800;0
20150307;24500;1425692700;0
20150307;30000;1425693600;0
20150307;31500;1425694500;0
20150307;33000;1425695400;0
20150307;34500;1425696300;0
20150307;40000;1425697200;0
20150307;41500;1425698100;0
20150307;43000;1425699000;0
20150307;44500;1425699900;0
20150307;50000;1425700800;0
20150307;51500;1425701700;0
20150307;53000;1425702600;0
20150307;54500;1425703500;0
20150307;60000;1425704400;0
20150307;61500;1425705300;0
20150307;63000;1425706200;0
20150307;64500;1425707100;0
20150307;70000;1425708000;0
20150307;71500;1425708900;0
20150307;73000;1425709800;0
20150307;74500;1425710700;0
20150307;80000;1425711600;0
20150307;81500;1425712500;0
20150307;83000;1425713400;0
20150307;84500;1425714300;0
20150307;90000;1425715200;0
20150307;91500;1425716100;0
20150307;93000;1425717000;21145,5
20150307;94500;1425717900;18189,7
20150307;100000;1425718800;0
20150307;101500;1425719700;0
20150307;103000;1425720600;0
20150307;104500;1425721500;0
20150307;110000;1425722400;0
20150307;111500;1425723300;0
20150307;113000;1425724200;0
20150307;114500;1425725100;0
20150307;120000;1425726000;0
20150307;121500;1425726900;0
20150307;123000;1425727800;0
20150307;124500;1425728700;0
20150307;130000;1425729600;0
20150307;131500;1425730500;0
20150307;133000;1425731400;0
20150307;134500;1425732300;0
20150307;140000;1425733200;0
20150307;141500;1425734100;0
20150307;143000;1425735000;0
20150307;144500;1425735900;0
20150307;150000;1425736800;0
20150307;151500;1425737700;0
20150307;153000;1425738600;0
20150307;154500;1425739500;0
20150307;160000;1425740400;0
20150307;161500;1425741300;0
20150307;163000;1425742200;0
20150307;164500;1425743100;0
20150307;170000;1425744000;0
20150307;171500;1425744900;0
20150307;173000;1425745800;0
20150307;174500;1425746700;0
20150307;180000;1425747600;0
20150307;181500;1425748500;0
20150307;183000;1425749400;0
20150307;184500;1425750300;0
20150307;190000;1425751200;0
20150307;191500;1425752100;0
20150307;193000;1425753000;0
20150307;194500;1425753900;0
20150307;200000;1425754800;0
20150307;201500;1425755700;0
20150307;203000;1425756600;0
20150307;204500;1425757500;0
20150307;210000;1425758400;0
20150307;211500;1425759300;0
20150307;213000;1425760200;0
20150307;214500;1425761100;0
20150307;220000;1425762000;0
20150307;221500;1425762900;0
20150307;223000;1425763800;0
20150307;224500;1425764700;0
20150307;230000;1425765600;0
20150307;231500;1425766500;0
20150307;233000;1425767400;0
20150307;234500;1425768300;0
20150308;0;1425769200;0
20150308;1500;1425770100;0
20150308;3000;1425771000;0
20150308;4500;1425771900;0
20150308;10000;1425772800;0
20150308;11500;1425773700;0
20150308;13000;1425774600;0
20150308;14500;1425775500;0
20150308;20000;1425776400;0
20150308;21500;1425777300;0
20150308;23000;1425778200;0
20150308;24500;1425779100;0
20150308;30000;1425780000;0
20150308;31500;1425780900;0
20150308;33000;1425781800;0
20150308;34500;1425782700;0
20150308;40000;1425783600;0
20150308;41500;1425784500;0
20150308;43000;1425785400;0
20150308;44500;1425786300;0
20150308;50000;1425787200;0
20150308;51500;1425788100;0
20150308;53000;1425789000;0
20150308;54500;1425789900;0
20150308;60000;1425790800;0
20150308;61500;1425791700;0
20150308;63000;1425792600;0
20150308;64500;1425793500;0
20150308;70000;1425794400;0
20150308;71500;1425795300;0
20150308;73000;1425796200;0
20150308;74500;1425797100;0
20150308;80000;1425798000;0
20150308;81500;1425798900;0
20150308;83000;1425799800;0
20150308;84500;1425800700;0
20150308;90000;1425801600;0
20150308;91500;1425802500;0
20150308;93000;1425803400;0
20150308;94500;1425804300;0
20150308;100000;1425805200;0
20150308;101500;1425806100;0
20150308;103000;1425807000;0
20150308;104500;1425807900;0
20150308;110000;1425808800;0
20150308;111500;1425809700;0
20150308;113000;1425810600;0
20150308;114500;1425811500;0
20150308;120000;1425812400;0
20150308;121500;1425813300;0
20150308;123000;1425814200;0
20150308;124500;1425815100;0
20150308;130000;1425816000;0
20150308;131500;1425816900;0
20150308;133000;1425817800;0
20150308;134500;1425818700;0
20150308;140000;1425819600;0
20150308;141500;1425820500;0
20150308;143000;1425821400;0
20150308;144500;1425822300;0
20150308;150000;1425823200;0
20150308;151500;1425824100;0
20150308;153000;1425825000;0
20150308;154500;1425825900;0
20150308;160000;1425826800;0
20150308;161500;1425827700;0
20150308;163000;1425828600;0
20150308;164500;1425829500;0
20150308;170000;1425830400;0
20150308;171500;1425831300;0
20150308;173000;1425832200;0
20150308;174500;1425833100;0
20150308;180000;1425834000;0
20150308;181500;1425834900;0
20150308;183000;1425835800;0
20150308;184500;1425836700;0
20150308;190000;1425837600;0
20150308;191500;1425838500;0
20150308;193000;1425839400;0
20150308;194500;1425840300;0
20150308;200000;1425841200;0
20150308;201500;1425842100;0
20150308;203000;1425843000;0
20150308;204500;1425843900;0
20150308;210000;1425844800;0
20150308;211500;1425845700;0
20150308;213000;1425846600;0
20150308;214500;1425847500;0
20150308;220000;1425848400;18309,4
20150308;221500;1425849300;0
20150308;223000;1425850200;0
20150308;224500;1425851100;0
20150308;230000;1425852000;0
20150308;231500;1425852900;0
20150308;233000;1425853800;0
20150308;234500;1425854700;0
20150309;0;1425855600;0
20150309;1500;1425856500;0
20150309;3000;1425857400;0
20150309;4500;1425858300;0
20150309;10000;1425859200;0
20150309;11500;1425860100;0
20150309;13000;1425861000;0
20150309;14500;1425861900;0
20150309;20000;1425862800;0
20150309;21500;1425863700;0
20150309;23000;1425864600;0
20150309;24500;1425865500;0
20150309;30000;1425866400;0
20150309;31500;1425867300;0
20150309;33000;1425868200;0
20150309;34500;1425869100;0
20150309;40000;1425870000;0
20150309;41500;1425870900;0
20150309;43000;1425871800;0
20150309;44500;1425872700;0
20150309;50000;1425873600;0
20150309;51500;1425874500;0
20150309;53000;1425875400;0
20150309;54500;1425876300;0
20150309;60000;1425877200;0
20150309;61500;1425878100;0
20150309;63000;1425879000;0
20150309;64500;1425879900;0
20150309;70000;1425880800;0
20150309;71500;1425881700;0
20150309;73000;1425882600;0
20150309;74500;1425883500;0
20150309;80000;1425884400;0
20150309;81500;1425885300;0
20150309;83000;1425886200;0
20150309;84500;1425887100;3887,67
20150309;90000;1425888000;0
20150309;91500;1425888900;0
20150309;93000;1425889800;0
20150309;94500;1425890700;0
20150309;100000;1425891600;0
20150309;101500;1425892500;0
20150309;103000;1425893400;0
20150309;104500;1425894300;0
20150309;110000;1425895200;0
20150309;111500;1425896100;0
20150309;113000;1425897000;0
20150309;114500;1425897900;0
20150309;120000;1425898800;0
20150309;121500;1425899700;0
20150309;123000;1425900600;0
20150309;124500;1425901500;0
20150309;130000;1425902400;0
20150309;131500;1425903300;0
20150309;133000;1425904200;0
20150309;134500;1425905100;0
20150309;140000;1425906000;0
20150309;141500;1425906900;0
20150309;143000;1425907800;0
20150309;144500;1425908700;0
20150309;150000;1425909600;0
20150309;151500;1425910500;0
20150309;153000;1425911400;0
20150309;154500;1425912300;0
20150309;160000;1425913200;0
20150309;161500;1425914100;0
20150309;163000;1425915000;0
20150309;164500;1425915900;0
20150309;170000;1425916800;0
20150309;171500;1425917700;0
20150309;173000;1425918600;0
20150309;174500;1425919500;15904,1
20150309;180000;1425920400;0
20150309;181500;1425921300;0
20150309;183000;1425922200;0
20150309;184500;1425923100;23628,9
20150309;190000;1425924000;8280,22
20150309;191500;1425924900;0
20150309;193000;1425925800;0
20150309;194500;1425926700;0
20150309;200000;1425927600;0
20150309;201500;1425928500;0
20150309;203000;1425929400;0
20150309;204500;1425930300;0
20150309;210000;1425931200;0
20150309;211500;1425932100;0
20150309;213000;1425933000;0
20150309;214500;1425933900;0
20150309;220000;1425934800;0
20150309;221500;1425935700;0
20150309;223000;1425936600;0
20150309;224500;1425937500;0
20150309;230000;1425938400;0
20150309;231500;1425939300;0
20150309;233000;1425940200;0
20150309;234500;1425941100;0
20150310;0;1425942000;0
20150310;1500;1425942900;0
20150310;3000;1425943800;0
20150310;4500;1425944700;0
20150310;10000;1425945600;0
20150310;11500;1425946500;0
20150310;13000;1425947400;0
20150310;14500;1425948300;0
20150310;20000;1425949200;0
20150310;21500;1425950100;0
20150310;23000;1425951000;0
20150310;24500;1425951900;0
20150310;30000;1425952800;0
20150310;31500;1425953700;0
20150310;33000;1425954600;0
20150310;34500;1425955500;0
20150310;40000;1425956400;0
20150310;41500;1425957300;0
20150310;43000;1425958200;0
20150310;44500;1425959100;0
20150310;50000;1425960000;0
20150310;51500;1425960900;0
20150310;53000;1425961800;0
20150310;54500;1425962700;0
20150310;60000;1425963600;0
20150310;61500;1425964500;0
20150310;63000;1425965400;0
20150310;64500;1425966300;0
20150310;70000;1425967200;0
20150310;71500;1425968100;0
20150310;73000;1425969000;0
20150310;74500;1425969900;0
20150310;80000;1425970800;0
20150310;81500;1425971700;0
20150310;83000;1425972600;0
20150310;84500;1425973500;0
20150310;90000;1425974400;0
20150310;91500;1425975300;0
20150310;93000;1425976200;0
20150310;94500;1425977100;0
20150310;100000;1425978000;0
20150310;101500;1425978900;0
20150310;103000;1425979800;0
20150310;104500;1425980700;0
20150310;110000;1425981600;0
20150310;111500;1425982500;0
20150310;113000;1425983400;0
20150310;114500;1425984300;0
20150310;120000;1425985200;0
20150310;121500;1425986100;0
20150310;123000;1425987000;0
20150310;124500;1425987900;5046,86
20150310;130000;1425988800;0
20150310;131500;1425989700;0
20150310;133000;1425990600;0
20150310;134500;1425991500;0
20150310;140000;1425992400;0
20150310;141500;1425993300;0
20150310;143000;1425994200;0
20150310;144500;1425995100;0
20150310;150000;1425996000;0
20150310;151500;1425996900;0
20150310;153000;1425997800;0
20150310;154500;1425998700;0
20150310;160000;1425999600;0
20150310;161500;1426000500;0
20150310;163000;1426001400;0
20150310;164500;1426002300;0
20150310;170000;1426003200;0
20150310;171500;1426004100;45043,2
20150310;173000;1426005000;0
20150310;174500;1426005900;0
20150310;180000;1426006800;0
20150310;181500;1426007700;0
20150310;183000;1426008600;0
20150310;184500;1426009500;0
20150310;190000;1426010400;0
20150310;191500;1426011300;0
20150310;193000;1426012200;0
20150310;194500;1426013100;0
20150310;200000;1426014000;0
20150310;201500;1426014900;0
20150310;203000;1426015800;0
20150310;204500;1426016700;0
20150310;210000;1426017600;0
20150310;211500;1426018500;0
20150310;213000;1426019400;0
20150310;214500;1426020300;0
20150310;220000;1426021200;0
20150310;221500;1426022100;0
20150310;223000;1426023000;0
20150310;224500;1426023900;0
20150310;230000;1426024800;0
20150310;231500;1426025700;0
20150310;233000;1426026600;0
20150310;234500;1426027500;0
20150311;0;1426028400;0
20150311;1500;1426029300;4439,33
20150311;3000;1426030200;0
20150311;4500;1426031100;0
20150311;10000;1426032000;0
20150311;11500;1426032900;0
20150311;13000;1426033800;0
20150311;14500;1426034700;0
20150311;20000;1426035600;0
20150311;21500;1426036500;0
20150311;23000;1426037400;0
20150311;24500;1426038300;0
20150311;30000;1426039200;0
20150311;31500;1426040100;0
20150311;33000;1426041000;0
20150311;34500;1426041900;0
20150311;40000;1426042800;0
20150311;41500;1426043700;0
20150311;43000;1426044600;0
20150311;44500;1426045500;0
20150311;50000;1426046400;0
20150311;51500;1426047300;0
20150311;53000;1426048200;0
20150311;54500;1426049100;0
20150311;60000;1426050000;0
20150311;61500;1426050900;0
20150311;63000;1426051800;0
20150311;64500;1426052700;0
20150311;70000;1426053600;0
20150311;71500;1426054500;0
20150311;73000;1426055400;0
20150311;74500;1426056300;0
20150311;80000;1426057200;0
20150311;81500;1426058100;0
20150311;83000;1426059000;0
20150311;84500;1426059900;0
20150311;90000;1426060800;0
20150311;91500;1426061700;0
20150311;93000;1426062600;0
20150311;94500;1426063500;0
20150311;100000;1426064400;0
20150311;101500;1426065300;0
20150311;103000;1426066200;0
20150311;104500;1426067100;0
20150311;110000;1426068000;0
20150311;111500;1426068900;0
20150311;113000;1426069800;0
20150311;114500;1426070700;0
20150311;120000;1426071600;0
20150311;121500;1426072500;0
20150311;123000;1426073400;0
20150311;124500;1426074300;0
20150311;130000;1426075200;0
20150311;131500;1426076100;0
20150311;133000;1426077000;0
20150311;134500;1426077900;0
20150311;140000;1426078800;0
20150311;141500;1426079700;0
20150311;143000;1426080600;0
